<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
GAZP;1;060922;142400;248.5100000;248.5700000;248.5000000;248.5000000;148470
GAZP;1;060922;142500;248.5500000;248.6900000;248.4000000;248.4900000;576070
GAZP;1;060922;142600;248.5000000;248.5000000;248.2500000;248.3800000;116850
GAZP;1;060922;142700;248.3600000;248.3800000;248.0200000;248.0200000;241020
GAZP;1;060922;142800;248.0400000;248.3900000;248.0000000;248.0600000;404100
GAZP;1;060922;142900;248.0100000;248.1400000;248.0000000;248.0400000;198800
GAZP;1;060922;143000;248.0400000;248.2000000;248.0000000;248.0500000;108190
GAZP;1;060922;143100;248.0600000;248.0800000;247.8000000;247.8300000;337870
GAZP;1;060922;143200;247.8300000;247.8400000;247.6000000;247.6400000;386320
GAZP;1;060922;143300;247.6000000;247.7000000;247.4000000;247.4000000;440200
GAZP;1;060922;143400;247.4000000;247.4500000;247.0000000;247.0000000;840110
GAZP;1;060922;143500;247.0500000;247.1000000;246.7100000;246.7800000;220050
GAZP;1;060922;143600;246.7600000;247.1700000;246.6000000;247.1000000;370560
GAZP;1;060922;143700;247.0900000;248.8000000;247.0900000;248.5000000;567990
GAZP;1;060922;143800;248.5100000;248.6700000;248.0000000;248.0400000;115760
GAZP;1;060922;143900;248.0200000;248.0400000;247.4000000;247.6300000;133610
GAZP;1;060922;144000;247.7000000;247.8000000;247.5000000;247.7200000;72780
GAZP;1;060922;144100;247.7400000;247.9200000;247.6000000;247.6200000;54850
GAZP;1;060922;144200;247.6800000;247.8000000;247.5500000;247.8000000;41040
GAZP;1;060922;144300;247.8000000;248.5000000;247.7000000;248.4200000;268810
GAZP;1;060922;144400;248.4300000;248.5000000;248.1200000;248.3000000;87210
GAZP;1;060922;144500;248.3000000;248.3000000;248.1500000;248.2400000;60430
GAZP;1;060922;144600;248.2400000;248.4000000;248.1100000;248.1200000;185460
GAZP;1;060922;144700;248.1800000;248.1800000;247.9500000;247.9900000;114580
GAZP;1;060922;144800;247.9700000;247.9900000;247.7000000;247.8800000;68280
GAZP;1;060922;144900;247.8800000;247.9300000;247.6400000;247.6400000;39140
GAZP;1;060922;145000;247.6400000;247.7300000;247.5000000;247.7000000;56530
GAZP;1;060922;145100;247.7000000;247.7700000;247.5700000;247.7200000;104430
GAZP;1;060922;145200;247.7300000;247.9400000;247.6400000;247.8300000;42510
GAZP;1;060922;145300;247.9300000;248.0000000;247.6000000;247.7100000;113950
GAZP;1;060922;145400;247.7300000;247.8600000;247.6000000;247.6500000;189110
GAZP;1;060922;145500;247.6600000;247.7900000;247.0300000;247.0400000;194580
GAZP;1;060922;145600;247.0500000;247.1600000;246.7500000;246.8000000;227860
GAZP;1;060922;145700;246.8000000;246.8100000;245.7700000;245.9900000;855540
GAZP;1;060922;145800;245.9900000;246.1600000;245.0800000;245.1400000;749020
GAZP;1;060922;145900;245.1500000;245.9000000;245.1400000;245.7800000;328970
GAZP;1;060922;150000;245.8300000;246.1200000;245.6300000;245.7000000;167170
GAZP;1;060922;150100;245.7100000;245.7200000;245.0000000;245.5000000;921400
GAZP;1;060922;150200;245.5000000;245.9700000;244.8300000;245.1000000;650980
GAZP;1;060922;150300;245.1100000;245.2900000;244.3500000;244.3500000;456470
GAZP;1;060922;150400;244.4100000;244.4900000;242.1500000;242.5000000;1042800
GAZP;1;060922;150500;242.5100000;243.2100000;242.2700000;243.0400000;826210
GAZP;1;060922;150600;243.0400000;244.1200000;243.0300000;244.1200000;471910
GAZP;1;060922;150700;244.1200000;244.2300000;243.1900000;243.3500000;440530
GAZP;1;060922;150800;243.4300000;243.5900000;242.8900000;242.9100000;218760
GAZP;1;060922;150900;242.9500000;242.9500000;242.2200000;242.4900000;344750
GAZP;1;060922;151000;242.4400000;242.4600000;241.0000000;241.4600000;1157690
GAZP;1;060922;151100;241.5100000;242.9000000;241.0900000;242.4900000;802810
GAZP;1;060922;151200;242.5000000;242.8900000;241.5800000;242.6200000;382740
GAZP;1;060922;151300;242.6200000;243.8800000;242.5500000;243.8200000;317890
GAZP;1;060922;151400;243.8400000;244.0000000;243.3400000;244.0000000;216960
GAZP;1;060922;151500;243.9600000;244.4500000;243.8000000;244.3700000;209550
GAZP;1;060922;151600;244.3800000;244.6000000;243.7200000;243.8000000;332610
GAZP;1;060922;151700;243.8000000;243.8800000;243.1500000;243.3200000;236920
GAZP;1;060922;151800;243.3200000;244.7800000;243.1000000;244.6300000;229280
GAZP;1;060922;151900;244.7700000;244.8500000;244.0800000;244.1500000;179740
GAZP;1;060922;152000;244.1500000;244.8000000;244.1000000;244.7000000;130290
GAZP;1;060922;152100;244.6700000;245.6000000;244.6700000;245.2400000;365750
GAZP;1;060922;152200;245.1700000;245.8000000;245.0700000;245.8000000;262050
GAZP;1;060922;152300;245.7800000;246.4800000;245.0000000;245.3700000;616400
GAZP;1;060922;152400;245.3700000;245.7200000;244.9000000;245.0100000;177720
GAZP;1;060922;152500;245.0000000;245.2100000;244.2500000;244.3900000;216750
GAZP;1;060922;152600;244.4900000;244.5500000;244.1000000;244.2800000;207500
GAZP;1;060922;152700;244.2800000;245.4700000;244.2800000;245.4700000;167510
GAZP;1;060922;152800;245.3700000;245.6400000;245.3000000;245.6200000;88670
GAZP;1;060922;152900;245.6400000;245.6500000;245.0100000;245.2500000;95830
GAZP;1;060922;153000;245.2500000;245.4200000;245.1200000;245.4100000;53360
GAZP;1;060922;153100;245.4100000;245.5500000;244.5000000;244.5000000;153060
GAZP;1;060922;153200;244.5000000;244.8600000;244.3300000;244.3300000;85170
GAZP;1;060922;153300;244.3500000;244.5000000;244.2100000;244.2900000;113530
GAZP;1;060922;153400;244.3200000;245.1500000;244.2100000;244.7900000;133590
GAZP;1;060922;153500;244.8000000;244.9200000;244.3400000;244.5000000;66590
GAZP;1;060922;153600;244.5000000;244.8800000;244.3300000;244.8100000;58820
GAZP;1;060922;153700;244.7800000;244.8100000;244.5000000;244.5700000;31600
GAZP;1;060922;153800;244.5900000;244.8000000;244.5000000;244.5300000;39580
GAZP;1;060922;153900;244.5300000;244.6800000;244.5100000;244.6800000;51750
GAZP;1;060922;154000;244.6900000;246.0000000;244.6600000;245.9700000;191350
GAZP;1;060922;154100;245.9700000;246.2000000;245.8800000;246.0900000;114370
GAZP;1;060922;154200;246.0900000;246.2000000;245.6100000;245.7700000;84450
GAZP;1;060922;154300;245.7600000;246.2000000;245.5200000;246.0300000;176110
GAZP;1;060922;154400;246.0300000;246.4800000;245.7800000;246.4300000;158540
GAZP;1;060922;154500;246.3800000;246.4500000;245.7200000;245.8300000;200870
GAZP;1;060922;154600;245.7700000;246.0000000;245.6700000;246.0000000;62330
GAZP;1;060922;154700;246.0000000;246.1200000;245.7200000;245.8300000;119300
GAZP;1;060922;154800;245.8400000;245.8500000;245.6100000;245.7000000;83500
GAZP;1;060922;154900;245.7100000;245.7400000;245.4700000;245.6700000;102810
GAZP;1;060922;155000;245.6400000;245.6700000;245.5000000;245.5500000;68800
GAZP;1;060922;155100;245.5400000;245.5900000;245.4000000;245.4400000;124600
GAZP;1;060922;155200;245.4400000;245.5000000;245.3900000;245.4200000;73870
GAZP;1;060922;155300;245.4100000;245.4300000;245.1800000;245.3500000;74270
GAZP;1;060922;155400;245.3500000;245.3500000;245.0000000;245.1000000;57060
GAZP;1;060922;155500;245.1000000;245.2400000;245.0400000;245.1500000;49470
GAZP;1;060922;155600;245.1500000;245.3500000;245.0900000;245.3000000;78370
GAZP;1;060922;155700;245.3000000;245.3500000;245.2200000;245.3100000;36430
GAZP;1;060922;155800;245.3300000;245.3300000;245.2300000;245.2300000;15690
GAZP;1;060922;155900;245.3200000;245.3200000;245.0000000;245.0100000;79810
GAZP;1;060922;160000;245.0100000;245.0900000;244.6000000;244.6000000;140250
GAZP;1;060922;160100;244.6200000;244.9000000;244.6000000;244.8900000;92900
GAZP;1;060922;160200;244.8900000;245.0500000;244.7900000;244.9200000;101880
GAZP;1;060922;160300;244.9800000;245.2000000;244.9100000;245.1100000;61800
GAZP;1;060922;160400;245.1700000;245.6000000;245.1300000;245.5800000;137650
GAZP;1;060922;160500;245.5800000;245.6500000;245.5000000;245.5600000;24660
GAZP;1;060922;160600;245.5400000;245.5500000;245.1700000;245.1700000;53990
GAZP;1;060922;160700;245.1900000;245.2300000;245.0700000;245.1900000;72350
GAZP;1;060922;160800;245.2000000;245.2400000;245.0200000;245.2400000;28800
GAZP;1;060922;160900;245.2400000;245.2400000;244.8000000;244.8400000;71030
GAZP;1;060922;161000;244.8200000;244.8400000;244.6000000;244.6000000;207940
GAZP;1;060922;161100;244.6000000;244.9000000;244.6000000;244.8600000;218230
GAZP;1;060922;161200;244.9000000;245.2400000;244.7800000;244.8300000;52650
GAZP;1;060922;161300;244.8500000;244.8700000;244.6800000;244.7900000;18480
GAZP;1;060922;161400;244.7600000;244.8000000;244.6000000;244.6400000;88990
GAZP;1;060922;161500;244.6300000;244.6800000;244.6000000;244.6300000;38460
GAZP;1;060922;161600;244.6400000;244.9900000;244.6200000;244.8900000;48680
GAZP;1;060922;161700;244.8600000;244.9000000;244.6500000;244.6600000;48750
GAZP;1;060922;161800;244.6700000;244.6700000;244.0700000;244.1400000;186490
GAZP;1;060922;161900;244.1500000;244.1900000;243.1200000;243.6200000;577040
GAZP;1;060922;162000;243.5500000;243.7000000;243.4000000;243.5800000;103880
GAZP;1;060922;162100;243.5700000;243.6100000;243.3000000;243.4100000;171140
GAZP;1;060922;162200;243.3600000;243.5500000;243.2500000;243.4500000;91090
GAZP;1;060922;162300;243.4500000;243.8700000;243.2700000;243.8200000;109700
GAZP;1;060922;162400;243.7500000;244.3200000;243.6700000;244.3200000;150250
GAZP;1;060922;162500;244.2500000;244.2900000;243.8200000;243.9000000;63720
GAZP;1;060922;162600;243.9100000;244.1200000;243.7600000;244.0300000;47520
GAZP;1;060922;162700;244.0600000;245.3300000;244.0000000;244.8400000;216790
GAZP;1;060922;162800;244.8400000;244.8800000;244.5000000;244.8400000;85510
GAZP;1;060922;162900;244.8500000;245.2300000;244.6300000;245.0900000;150330
GAZP;1;060922;163000;245.1000000;245.3000000;244.6800000;245.2300000;118100
GAZP;1;060922;163100;245.1100000;245.1400000;244.7500000;244.7500000;41480
GAZP;1;060922;163200;244.8700000;245.0600000;244.7900000;244.8500000;34200
GAZP;1;060922;163300;244.8500000;244.9800000;244.8000000;244.9000000;22580
GAZP;1;060922;163400;244.8100000;244.9700000;244.7400000;244.9300000;39020
GAZP;1;060922;163500;244.9400000;245.1200000;244.7000000;244.7900000;85220
GAZP;1;060922;163600;244.8500000;245.0500000;244.8500000;245.0000000;35860
GAZP;1;060922;163700;245.0000000;245.0000000;244.7000000;244.7300000;27220
GAZP;1;060922;163800;244.7300000;244.8000000;244.7000000;244.7000000;21700
GAZP;1;060922;163900;244.7100000;244.8400000;244.5300000;244.5300000;47450
GAZP;1;060922;164000;244.5900000;244.7700000;244.2600000;244.3500000;47810
GAZP;1;060922;164100;244.2600000;244.7000000;244.1300000;244.4100000;76690
GAZP;1;060922;164200;244.4000000;244.7700000;244.4000000;244.7200000;71890
GAZP;1;060922;164300;244.7100000;244.7500000;244.6600000;244.7400000;18120
GAZP;1;060922;164400;244.7400000;244.8700000;244.6400000;244.8000000;25830
GAZP;1;060922;164500;244.8000000;245.0100000;244.6700000;244.9500000;59100
GAZP;1;060922;164600;244.9500000;245.4100000;244.9300000;245.2600000;91930
GAZP;1;060922;164700;245.2600000;245.5000000;245.2000000;245.2900000;42160
GAZP;1;060922;164800;245.2900000;245.3400000;245.2000000;245.2400000;24760
GAZP;1;060922;164900;245.2400000;245.2900000;245.1200000;245.1800000;12470
GAZP;1;060922;165000;245.1900000;245.3100000;245.1800000;245.2900000;26760
GAZP;1;060922;165100;245.3100000;245.5500000;245.2100000;245.5500000;102400
GAZP;1;060922;165200;245.5400000;245.8000000;245.0000000;245.3600000;216490
GAZP;1;060922;165300;245.3600000;245.8000000;245.2800000;245.7400000;141710
GAZP;1;060922;165400;245.6900000;246.1700000;245.4600000;245.7100000;484520
GAZP;1;060922;165500;245.7100000;245.8500000;245.3600000;245.4400000;148430
GAZP;1;060922;165600;245.4400000;245.7300000;245.3500000;245.6000000;157600
GAZP;1;060922;165700;245.6400000;245.7100000;245.6100000;245.6900000;116200
GAZP;1;060922;165800;245.6900000;246.4300000;245.6700000;246.4300000;552850
GAZP;1;060922;165900;246.4300000;246.8300000;246.2800000;246.5100000;378530
GAZP;1;060922;170000;246.5400000;246.6500000;246.5400000;246.6000000;87920
GAZP;1;060922;170100;246.6000000;246.8300000;246.5500000;246.7900000;72400
GAZP;1;060922;170200;246.7400000;246.9000000;246.5500000;246.6800000;234230
GAZP;1;060922;170300;246.6800000;246.7900000;246.6600000;246.7000000;108300
GAZP;1;060922;170400;246.7100000;247.1100000;246.7000000;247.1100000;267100
GAZP;1;060922;170500;247.0500000;247.8000000;246.8800000;247.6900000;575350
GAZP;1;060922;170600;247.6900000;247.8300000;247.0300000;247.5200000;386410
GAZP;1;060922;170700;247.4500000;247.5200000;247.0600000;247.0600000;74070
GAZP;1;060922;170800;247.0700000;247.3600000;247.0500000;247.2000000;72950
GAZP;1;060922;170900;247.2100000;247.3900000;247.2000000;247.2800000;50810
GAZP;1;060922;171000;247.3000000;247.5200000;247.2800000;247.4700000;72430
GAZP;1;060922;171100;247.4400000;247.5100000;247.4000000;247.5000000;31700
GAZP;1;060922;171200;247.4000000;247.5100000;247.4000000;247.4000000;38920
GAZP;1;060922;171300;247.4200000;247.6700000;247.4000000;247.6700000;41330
GAZP;1;060922;171400;247.6700000;247.7400000;247.4900000;247.5400000;60560
GAZP;1;060922;171500;247.5100000;247.5100000;247.4300000;247.5000000;68990
GAZP;1;060922;171600;247.5000000;247.5700000;247.5000000;247.5300000;114640
GAZP;1;060922;171700;247.5400000;247.7400000;247.5000000;247.7200000;52860
GAZP;1;060922;171800;247.7200000;247.8000000;247.5600000;247.7100000;44080
GAZP;1;060922;171900;247.7100000;247.7200000;247.1000000;247.1400000;99430
GAZP;1;060922;172000;247.1500000;247.1900000;246.7800000;246.8200000;137440
GAZP;1;060922;172100;246.8600000;246.9100000;246.6200000;246.6900000;41630
GAZP;1;060922;172200;246.6900000;246.7200000;246.2200000;246.2400000;90040
GAZP;1;060922;172300;246.2400000;246.2900000;246.1300000;246.1500000;72080
GAZP;1;060922;172400;246.2000000;246.4600000;246.1200000;246.4600000;39930
GAZP;1;060922;172500;246.3600000;246.4800000;246.3200000;246.3800000;24990
GAZP;1;060922;172600;246.3800000;246.6100000;246.3800000;246.6000000;18630
GAZP;1;060922;172700;246.6100000;246.8600000;246.6000000;246.8400000;34660
GAZP;1;060922;172800;246.8000000;247.2000000;246.6700000;247.1400000;123110
GAZP;1;060922;172900;247.1500000;247.2900000;247.0700000;247.0700000;57730
GAZP;1;060922;173000;247.0500000;247.1600000;247.0000000;247.0100000;25440
GAZP;1;060922;173100;247.0500000;247.2100000;247.0400000;247.1100000;29990
GAZP;1;060922;173200;247.1100000;247.2100000;247.0400000;247.0400000;23940
GAZP;1;060922;173300;247.0400000;247.2000000;246.9000000;246.9600000;123600
GAZP;1;060922;173400;246.9600000;246.9700000;246.7100000;246.7100000;30510
GAZP;1;060922;173500;246.7900000;246.8000000;246.3100000;246.5200000;103400
GAZP;1;060922;173600;246.5300000;246.5800000;246.1200000;246.1200000;54420
GAZP;1;060922;173700;246.1200000;246.4600000;246.1000000;246.4600000;54360
GAZP;1;060922;173800;246.4600000;246.8900000;246.4500000;246.7000000;30990
GAZP;1;060922;173900;246.7500000;247.0800000;246.7500000;247.0800000;30400
GAZP;1;060922;174000;247.0800000;247.1400000;246.8600000;246.8600000;21460
GAZP;1;060922;174100;246.8600000;246.9500000;246.8100000;246.8500000;7940
GAZP;1;060922;174200;246.9500000;247.1000000;246.9000000;247.0700000;9540
GAZP;1;060922;174300;247.0900000;247.1600000;247.0200000;247.0700000;26600
GAZP;1;060922;174400;247.0700000;247.1200000;246.9300000;246.9900000;46940
GAZP;1;060922;174500;246.9500000;246.9500000;246.8000000;246.9000000;12600
GAZP;1;060922;174600;246.9000000;247.0000000;246.7700000;246.8000000;26940
GAZP;1;060922;174700;246.8000000;246.8000000;246.5100000;246.6600000;14810
GAZP;1;060922;174800;246.6600000;246.6600000;246.4500000;246.5700000;15240
GAZP;1;060922;174900;246.5700000;246.6000000;246.4500000;246.5000000;26030
GAZP;1;060922;175000;246.5600000;246.7500000;246.4900000;246.7500000;17540
GAZP;1;060922;175100;246.7500000;246.9000000;246.7500000;246.8400000;14790
GAZP;1;060922;175200;246.8400000;247.0000000;246.8400000;246.8800000;19880
GAZP;1;060922;175300;246.8800000;246.9100000;246.8000000;246.9000000;6410
GAZP;1;060922;175400;246.9000000;246.9200000;246.8500000;246.8500000;11010
GAZP;1;060922;175500;246.9100000;246.9100000;246.7500000;246.7500000;6700
GAZP;1;060922;175600;246.8000000;246.8400000;246.7200000;246.8200000;13600
GAZP;1;060922;175700;246.8200000;246.8200000;246.7000000;246.7400000;17200
GAZP;1;060922;175800;246.7100000;246.7500000;246.7000000;246.7000000;14360
GAZP;1;060922;175900;246.7000000;246.7300000;246.6800000;246.6900000;11610
GAZP;1;060922;180000;246.6900000;246.7000000;246.6500000;246.6900000;20040
GAZP;1;060922;180100;246.6800000;246.7900000;246.6800000;246.7100000;24900
GAZP;1;060922;180200;246.7300000;246.8500000;246.7000000;246.7700000;18630
GAZP;1;060922;180300;246.7700000;246.7700000;246.6400000;246.7500000;3350
GAZP;1;060922;180400;246.7500000;246.8000000;246.7100000;246.7100000;2200
GAZP;1;060922;180500;246.7500000;246.7500000;246.6000000;246.6000000;42920
GAZP;1;060922;180600;246.6000000;246.6000000;246.2500000;246.3100000;48380
GAZP;1;060922;180700;246.3100000;246.3100000;246.1300000;246.2000000;44310
GAZP;1;060922;180800;246.2100000;246.3600000;246.1500000;246.3300000;20900
GAZP;1;060922;180900;246.3000000;246.3300000;246.1600000;246.1900000;14110
GAZP;1;060922;181000;246.2500000;246.3000000;246.0000000;246.1500000;148120
GAZP;1;060922;181100;246.2000000;246.4000000;246.1400000;246.3000000;30040
GAZP;1;060922;181200;246.2800000;246.3100000;246.2000000;246.2100000;9140
GAZP;1;060922;181300;246.3000000;246.3000000;246.2000000;246.3000000;13080
GAZP;1;060922;181400;246.3000000;246.3000000;246.1200000;246.1200000;7440
GAZP;1;060922;181500;246.1400000;246.2100000;246.1000000;246.1000000;7830
GAZP;1;060922;181600;246.1200000;246.1300000;246.0200000;246.0600000;37960
GAZP;1;060922;181700;246.0600000;246.3100000;246.0200000;246.3000000;29780
GAZP;1;060922;181800;246.3100000;246.3100000;246.1000000;246.1800000;27770
GAZP;1;060922;181900;246.1300000;246.3000000;246.1200000;246.2000000;2640
GAZP;1;060922;182000;246.2400000;246.4000000;246.1900000;246.3200000;26310
GAZP;1;060922;182100;246.4000000;246.5800000;246.3200000;246.5100000;32950
GAZP;1;060922;182200;246.4900000;246.4900000;246.2500000;246.3500000;10470
GAZP;1;060922;182300;246.3500000;246.4000000;246.0000000;246.0700000;96150
GAZP;1;060922;182400;246.1700000;246.1900000;245.7000000;245.7600000;84520
GAZP;1;060922;182500;245.7500000;246.1500000;245.7000000;246.1400000;154400
GAZP;1;060922;182600;246.1100000;246.1800000;245.9900000;246.1100000;15650
GAZP;1;060922;182700;246.0200000;246.1000000;245.7700000;245.7700000;84180
GAZP;1;060922;182800;245.7800000;245.8400000;245.6300000;245.7500000;54900
GAZP;1;060922;182900;245.8000000;245.9100000;245.7500000;245.8500000;15490
GAZP;1;060922;183000;245.8200000;245.9200000;245.7500000;245.7700000;18680
GAZP;1;060922;183100;245.8000000;245.8000000;245.5900000;245.6000000;59890
GAZP;1;060922;183200;245.6000000;245.6000000;245.5800000;245.6000000;39180
GAZP;1;060922;183300;245.6000000;245.7000000;245.5800000;245.6900000;23550
GAZP;1;060922;183400;245.6900000;245.8300000;245.6900000;245.7600000;20390
GAZP;1;060922;183500;245.7600000;246.0500000;245.5500000;245.5500000;165940
GAZP;1;060922;183600;245.6000000;245.7000000;245.4100000;245.6800000;132260
GAZP;1;060922;183700;245.6800000;246.0400000;245.6800000;245.7200000;52390
GAZP;1;060922;183800;245.9100000;245.9800000;245.7600000;245.8300000;40050
GAZP;1;060922;183900;245.9100000;245.9500000;245.7000000;245.8000000;26600
GAZP;1;060922;184000;245.7800000;246.1300000;245.6100000;246.0000000;169620
GAZP;1;060922;184600;246.0000000;246.0000000;246.0000000;246.0000000;40620
GAZP;1;060922;184700;246.0000000;246.0000000;246.0000000;246.0000000;2280
GAZP;1;060922;184800;246.0000000;246.0000000;246.0000000;246.0000000;5390
GAZP;1;060922;184900;246.0000000;246.0000000;246.0000000;246.0000000;8780
GAZP;1;060922;185000;246.0000000;246.0000000;246.0000000;246.0000000;7870
